;; ASSET build:,4-August-2006 13:34
;; ASSET Output recorded at:,Wed Feb 11 09:44:40 GMT 2015, name:,Narrowband Tracking Scenario (High_BRate)
DTG,Track name, x (m), y (m), z (m), course (degs), speed (m/s), dem course (Degs), dem speed (m/s), dem depth (m), fuel, activity
100112 121453,SUBJECT,13342.33 ,15167.28 ,0.00 ,320.00 ,4.63 ,320.00 ,4.63 ,0.00 ,100.00 ,subject route:leg one:Heading for target location
100112 121540,SUBJECT,13202.45 ,15333.98 ,0.00 ,320.00 ,4.63 ,320.00 ,4.63 ,0.00 ,100.00 ,subject route:leg one:Heading for target location
100112 121627,SUBJECT,13062.58 ,15500.68 ,0.00 ,320.00 ,4.63 ,320.00 ,4.63 ,0.00 ,100.00 ,subject route:leg one:Heading for target location
100112 121714,SUBJECT,12922.70 ,15667.38 ,0.00 ,320.00 ,4.63 ,320.00 ,4.63 ,0.00 ,100.00 ,subject route:leg one:Heading for target location
100112 121801,SUBJECT,12782.82 ,15834.08 ,0.00 ,320.00 ,4.63 ,320.00 ,4.63 ,0.00 ,100.00 ,subject route:leg one:Heading for target location
100112 121848,SUBJECT,12642.94 ,16000.77 ,0.00 ,320.00 ,4.63 ,320.00 ,4.63 ,0.00 ,100.00 ,subject route:leg one:Heading for target location
100112 121935,SUBJECT,12503.07 ,16167.47 ,0.00 ,320.00 ,4.63 ,320.00 ,4.63 ,0.00 ,100.00 ,subject route:leg one:Heading for target location
100112 122022,SUBJECT,12363.19 ,16334.17 ,0.00 ,320.00 ,4.63 ,320.00 ,4.63 ,0.00 ,100.00 ,subject route:leg one:Heading for target location
100112 122109,SUBJECT,12223.31 ,16500.87 ,0.00 ,320.00 ,4.63 ,320.00 ,4.63 ,0.00 ,100.00 ,subject route:leg one:Heading for target location
100112 122156,SUBJECT,12083.43 ,16667.57 ,0.00 ,320.00 ,4.63 ,320.00 ,4.63 ,0.00 ,100.00 ,subject route:leg one:Heading for target location
100112 122243,SUBJECT,11943.56 ,16834.27 ,0.00 ,320.00 ,4.63 ,320.00 ,4.63 ,0.00 ,100.00 ,subject route:leg one:Heading for target location
100112 122330,SUBJECT,11803.68 ,17000.97 ,0.00 ,320.00 ,4.63 ,320.00 ,4.63 ,0.00 ,100.00 ,subject route:leg one:Heading for target location
100112 122417,SUBJECT,11663.80 ,17167.67 ,0.00 ,320.00 ,4.63 ,320.00 ,4.63 ,0.00 ,100.00 ,subject route:leg one:Heading for target location
100112 122504,SUBJECT,11523.92 ,17334.37 ,0.00 ,320.00 ,4.63 ,320.00 ,4.63 ,0.00 ,100.00 ,subject route:leg one:Heading for target location
100112 122551,SUBJECT,11384.05 ,17501.06 ,0.00 ,320.00 ,4.63 ,320.00 ,4.63 ,0.00 ,100.00 ,subject route:leg one:Heading for target location
100112 122638,SUBJECT,11244.17 ,17667.76 ,0.00 ,320.00 ,4.63 ,320.00 ,4.63 ,0.00 ,100.00 ,subject route:leg one:Heading for target location
100112 122725,SUBJECT,11104.29 ,17834.46 ,0.00 ,320.00 ,4.63 ,320.00 ,4.63 ,0.00 ,100.00 ,subject route:leg one:Heading for target location
100112 122812,SUBJECT,10964.41 ,18001.16 ,0.00 ,320.00 ,4.63 ,320.00 ,4.63 ,0.00 ,100.00 ,subject route:leg one:Heading for target location
100112 122859,SUBJECT,10824.54 ,18167.86 ,0.00 ,320.00 ,4.63 ,320.00 ,4.63 ,0.00 ,100.00 ,subject route:leg one:Heading for target location
100112 122946,SUBJECT,10684.66 ,18334.56 ,0.00 ,320.00 ,4.63 ,320.00 ,4.63 ,0.00 ,100.00 ,subject route:leg one:Heading for target location
100112 123033,SUBJECT,10544.78 ,18501.26 ,0.00 ,320.00 ,4.63 ,320.00 ,4.63 ,0.00 ,100.00 ,subject route:leg one:Heading for target location
100112 123120,SUBJECT,10404.90 ,18667.96 ,0.00 ,320.00 ,4.63 ,320.00 ,4.63 ,0.00 ,100.00 ,subject route:leg one:Heading for target location
100112 123207,SUBJECT,10265.03 ,18834.66 ,0.00 ,320.00 ,4.63 ,320.00 ,4.63 ,0.00 ,100.00 ,subject route:leg one:Heading for target location
100112 123254,SUBJECT,10125.15 ,19001.36 ,0.00 ,320.00 ,4.63 ,320.00 ,4.63 ,0.00 ,100.00 ,subject route:leg one:Heading for target location
100112 123341,SUBJECT,9985.27 ,19168.05 ,0.00 ,320.00 ,4.63 ,320.00 ,4.63 ,0.00 ,100.00 ,subject route:leg one:Heading for target location
100112 123428,SUBJECT,9845.39 ,19334.75 ,0.00 ,320.00 ,4.63 ,320.00 ,4.63 ,0.00 ,100.00 ,subject route:leg one:Heading for target location
100112 123515,SUBJECT,9705.52 ,19501.45 ,0.00 ,320.00 ,4.63 ,320.00 ,4.63 ,0.00 ,100.00 ,subject route:leg one:Heading for target location
100112 123602,SUBJECT,9565.64 ,19668.15 ,0.00 ,320.00 ,4.63 ,320.00 ,4.63 ,0.00 ,100.00 ,subject route:leg one:Heading for target location
100112 123649,SUBJECT,9425.76 ,19834.85 ,0.00 ,320.00 ,4.63 ,320.00 ,4.63 ,0.00 ,100.00 ,subject route:leg one:Heading for target location
100112 123736,SUBJECT,9336.84 ,20030.55 ,0.00 ,350.00 ,4.63 ,350.00 ,4.63 ,0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 123823,SUBJECT,9299.69 ,20244.97 ,0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 123910,SUBJECT,9262.55 ,20459.39 ,0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 123957,SUBJECT,9225.40 ,20673.80 ,0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 124044,SUBJECT,9188.26 ,20888.22 ,0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 124131,SUBJECT,9151.11 ,21102.63 ,0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 124218,SUBJECT,9113.97 ,21317.05 ,0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 124305,SUBJECT,9076.83 ,21531.47 ,0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 124352,SUBJECT,9039.68 ,21745.88 ,0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 124439,SUBJECT,9002.54 ,21960.30 ,0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 124526,SUBJECT,8965.39 ,22174.72 ,0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 124613,SUBJECT,8928.25 ,22389.13 ,0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 124700,SUBJECT,8891.10 ,22603.55 ,0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 124747,SUBJECT,8853.96 ,22817.97 ,0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 124834,SUBJECT,8816.82 ,23032.38 ,0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 124921,SUBJECT,8779.67 ,23246.80 ,0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 125008,SUBJECT,8742.53 ,23461.22 ,0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 125055,SUBJECT,8705.38 ,23675.63 ,0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 125142,SUBJECT,8668.24 ,23890.05 ,0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 125229,SUBJECT,8631.10 ,24104.47 ,0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 125316,SUBJECT,8593.95 ,24318.88 ,0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 125403,SUBJECT,8556.81 ,24533.30 ,0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 125450,SUBJECT,8519.66 ,24747.72 ,0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 125537,SUBJECT,8482.52 ,24962.13 ,0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 125624,SUBJECT,8445.37 ,25176.55 ,0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 125711,SUBJECT,8408.23 ,25390.96 ,0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 125758,SUBJECT,8371.09 ,25605.38 ,0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 125845,SUBJECT,8333.94 ,25819.80 ,0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 125932,SUBJECT,8296.80 ,26034.21 ,0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 130019,SUBJECT,8259.65 ,26248.63 ,0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 130106,SUBJECT,8222.51 ,26463.05 ,0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 130153,SUBJECT,8185.36 ,26677.46 ,0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 130240,SUBJECT,8148.22 ,26891.88 ,0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 130327,SUBJECT,8111.08 ,27106.30 ,0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 130414,SUBJECT,8073.93 ,27320.71 ,0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 130501,SUBJECT,8036.79 ,27535.13 ,0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 130548,SUBJECT,7999.64 ,27749.55 ,0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 130635,SUBJECT,7962.50 ,27963.96 ,0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 130722,SUBJECT,7925.35 ,28178.38 ,0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 130809,SUBJECT,7888.21 ,28392.80 ,0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 130856,SUBJECT,7851.07 ,28607.21 ,0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 130943,SUBJECT,7813.92 ,28821.63 ,0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 131030,SUBJECT,7776.78 ,29036.05 ,0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 131117,SUBJECT,7739.63 ,29250.46 ,0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 131204,SUBJECT,7702.49 ,29464.88 ,0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 131251,SUBJECT,7665.34 ,29679.29 ,0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 131338,SUBJECT,7628.20 ,29893.71 ,0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 131425,SUBJECT,7591.05 ,30108.13 ,0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 131512,SUBJECT,7553.91 ,30322.54 ,0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 131559,SUBJECT,7516.77 ,30536.96 ,0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 131646,SUBJECT,7479.62 ,30751.38 ,0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 131733,SUBJECT,7442.48 ,30965.79 ,0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 131820,SUBJECT,7405.33 ,31180.21 ,0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 131907,SUBJECT,7368.19 ,31394.63 ,0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 131954,SUBJECT,7331.04 ,31609.04 ,0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 132041,SUBJECT,7293.90 ,31823.46 ,0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 132128,SUBJECT,7256.75 ,32037.88 ,0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 132215,SUBJECT,7219.61 ,32252.29 ,0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 132302,SUBJECT,7182.47 ,32466.71 ,0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 132349,SUBJECT,7145.32 ,32681.13 ,0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 132436,SUBJECT,7108.18 ,32895.54 ,0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 132523,SUBJECT,7071.03 ,33109.96 ,0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 132610,SUBJECT,7033.89 ,33324.38 ,0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 132657,SUBJECT,6996.74 ,33538.79 ,0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 132744,SUBJECT,6959.60 ,33753.21 ,0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 132831,SUBJECT,6922.45 ,33967.62 ,0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 132918,SUBJECT,6885.31 ,34182.04 ,0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 133005,SUBJECT,6848.17 ,34396.46 ,0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 133052,SUBJECT,6811.02 ,34610.87 ,0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 133139,SUBJECT,6773.88 ,34825.29 ,0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 133226,SUBJECT,6736.73 ,35039.71 ,0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 133313,SUBJECT,6699.59 ,35254.12 ,0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 133400,SUBJECT,6662.44 ,35468.54 ,0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 133447,SUBJECT,6625.30 ,35682.96 ,0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 133534,SUBJECT,6588.15 ,35897.37 ,0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 133621,SUBJECT,6551.01 ,36111.79 ,0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 133708,SUBJECT,6513.86 ,36326.21 ,0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 133755,SUBJECT,6476.72 ,36540.62 ,0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 133842,SUBJECT,6439.58 ,36755.04 ,0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 133929,SUBJECT,6402.43 ,36969.46 ,0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 134016,SUBJECT,6365.29 ,37183.87 ,0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 134103,SUBJECT,6273.05 ,37378.01 ,0.00 ,319.00 ,4.63 ,310.00 ,4.63 ,0.00 ,100.00 ,subject route:leg three:Heading for target location
100112 134150,SUBJECT,6108.50 ,37520.04 ,0.00 ,309.29 ,4.63 ,309.29 ,4.63 ,0.00 ,100.00 ,subject route:leg three:Heading for target location
100112 134237,SUBJECT,5939.97 ,37657.70 ,0.00 ,309.24 ,4.63 ,309.24 ,4.63 ,0.00 ,100.00 ,subject route:leg three:Heading for target location
100112 134324,SUBJECT,5771.43 ,37795.37 ,0.00 ,309.24 ,4.63 ,309.24 ,4.63 ,0.00 ,100.00 ,subject route:leg three:Heading for target location
100112 134411,SUBJECT,5602.90 ,37933.03 ,0.00 ,309.24 ,4.63 ,309.24 ,4.63 ,0.00 ,100.00 ,subject route:leg three:Heading for target location
100112 134458,SUBJECT,5434.36 ,38070.69 ,0.00 ,309.24 ,4.63 ,309.24 ,4.63 ,0.00 ,100.00 ,subject route:leg three:Heading for target location
100112 134545,SUBJECT,5265.82 ,38208.35 ,0.00 ,309.24 ,4.63 ,309.24 ,4.63 ,0.00 ,100.00 ,subject route:leg three:Heading for target location
100112 134632,SUBJECT,5097.29 ,38346.01 ,0.00 ,309.24 ,4.63 ,309.24 ,4.63 ,0.00 ,100.00 ,subject route:leg three:Heading for target location
100112 134719,SUBJECT,4928.75 ,38483.67 ,0.00 ,309.24 ,4.63 ,309.24 ,4.63 ,0.00 ,100.00 ,subject route:leg three:Heading for target location
100112 134806,SUBJECT,4760.22 ,38621.33 ,0.00 ,309.24 ,4.63 ,309.24 ,4.63 ,0.00 ,100.00 ,subject route:leg three:Heading for target location
100112 134853,SUBJECT,4591.68 ,38759.00 ,0.00 ,309.24 ,4.63 ,309.24 ,4.63 ,0.00 ,100.00 ,subject route:leg three:Heading for target location
100112 134940,SUBJECT,4423.14 ,38896.66 ,0.00 ,309.24 ,4.63 ,309.24 ,4.63 ,0.00 ,100.00 ,subject route:leg three:Heading for target location
100112 135027,SUBJECT,4254.61 ,39034.32 ,0.00 ,309.24 ,4.63 ,309.24 ,4.63 ,0.00 ,100.00 ,subject route:leg three:Heading for target location
100112 135114,SUBJECT,4086.07 ,39171.98 ,0.00 ,309.24 ,4.63 ,309.24 ,4.63 ,0.00 ,100.00 ,subject route:leg three:Heading for target location
100112 135201,SUBJECT,3917.53 ,39309.64 ,0.00 ,309.24 ,4.63 ,309.24 ,4.63 ,0.00 ,100.00 ,subject route:leg three:Heading for target location
100112 135248,SUBJECT,3749.00 ,39447.30 ,0.00 ,309.24 ,4.63 ,309.24 ,4.63 ,0.00 ,100.00 ,subject route:leg three:Heading for target location
100112 135335,SUBJECT,3580.46 ,39584.96 ,0.00 ,309.24 ,4.63 ,309.24 ,4.63 ,0.00 ,100.00 ,subject route:leg three:Heading for target location
100112 135422,SUBJECT,3411.92 ,39722.63 ,0.00 ,309.24 ,4.63 ,309.24 ,4.63 ,0.00 ,100.00 ,subject route:leg three:Heading for target location
100112 135509,SUBJECT,3243.39 ,39860.29 ,0.00 ,309.24 ,4.63 ,309.24 ,4.63 ,0.00 ,100.00 ,subject route:leg three:Heading for target location
100112 135556,SUBJECT,3074.85 ,39997.95 ,0.00 ,309.24 ,4.63 ,309.24 ,4.63 ,0.00 ,100.00 ,subject route:leg three:Heading for target location
100112 135643,SUBJECT,2906.31 ,40135.61 ,0.00 ,309.24 ,4.63 ,309.24 ,4.63 ,0.00 ,100.00 ,subject route:leg three:Heading for target location
100112 135730,SUBJECT,2737.78 ,40273.27 ,0.00 ,309.24 ,4.63 ,309.24 ,4.63 ,0.00 ,100.00 ,subject route:leg three:Heading for target location
100112 135817,SUBJECT,2569.24 ,40410.93 ,0.00 ,309.24 ,4.63 ,309.24 ,4.63 ,0.00 ,100.00 ,subject route:leg three:Heading for target location
100112 135904,SUBJECT,2400.70 ,40548.59 ,0.00 ,309.24 ,4.63 ,309.24 ,4.63 ,0.00 ,100.00 ,subject route:leg three:Heading for target location
100112 135951,SUBJECT,2232.17 ,40686.26 ,0.00 ,309.24 ,4.63 ,309.24 ,4.63 ,0.00 ,100.00 ,subject route:leg three:Heading for target location
100112 140038,SUBJECT,2063.63 ,40823.92 ,0.00 ,309.24 ,4.63 ,309.24 ,4.63 ,0.00 ,100.00 ,subject route:leg three:Heading for target location
